actual,predicted
10343.0,10601.784
10370.0,10661.952
10606.0,10766.306
10976.0,11132.318
11353.0,11866.776
11911.0,12410.577
12096.0,12516.684
12049.0,12413.449
11873.0,12400.355
11936.0,12381.743
11846.0,12261.751
11793.0,12151.112
11799.0,12088.3955
11946.0,12173.955
12642.0,12499.667
13181.0,13009.308
13119.0,13549.29
12895.0,13804.47
12332.0,13394.184
11849.0,12707.434
11373.0,12159.776
10996.0,11881.164
10967.0,11664.569
10902.0,11678.929
10370.0,10569.301
10606.0,10768.034
10976.0,11126.275
11353.0,11660.804
11911.0,12233.879
12096.0,12500.1
12049.0,12510.265
11873.0,12395.292
11936.0,12294.158
11846.0,12240.429
11793.0,12201.275
11799.0,12158.641
11946.0,12161.513
12642.0,12463.559
13181.0,12993.505
13119.0,13430.786
12895.0,13619.363
12332.0,13447.231
11849.0,12819.441
11373.0,12249.257
10996.0,11895.434
10967.0,11697.455
10902.0,11575.385
10948.0,11737.538
10606.0,10735.028
10976.0,11084.796
11353.0,11607.45
11911.0,12162.345
12096.0,12490.304
12049.0,12486.526
11873.0,12382.98
11936.0,12269.273
11846.0,12189.231
11793.0,12137.029
11799.0,12157.722
11946.0,12268.413
12642.0,12508.479
13181.0,13001.026
13119.0,13477.828
12895.0,13618.128
12332.0,13437.384
11849.0,12972.012
11373.0,12258.959
10996.0,11816.964
10967.0,11639.154
10902.0,11584.226
10948.0,11676.157
11311.0,12051.697
10976.0,11092.403
11353.0,11580.716
11911.0,12144.219
12096.0,12582.448
12049.0,12681.1045
11873.0,12504.374
11936.0,12284.399
11846.0,12165.64
11793.0,12198.816
11799.0,12189.88
11946.0,12253.266
12642.0,12577.343
13181.0,13102.579
13119.0,13594.958
12895.0,13760.416
12332.0,13568.963
11849.0,13155.176
11373.0,12557.991
10996.0,11886.486
10967.0,11609.995
10902.0,11600.109
10948.0,11734.336
11311.0,12136.451
12183.0,12799.638
11353.0,11491.701
11911.0,12029.011
12096.0,12509.326
12049.0,12776.43
11873.0,12743.733
11936.0,12551.863
11846.0,12322.897
11793.0,12220.805
11799.0,12344.607
11946.0,12406.648
12642.0,12569.686
13181.0,13052.986
13119.0,13638.423
12895.0,13890.61
12332.0,13661.254
11849.0,13191.7
11373.0,12678.156
10996.0,12143.087
10967.0,11663.374
10902.0,11576.973
10948.0,11752.4
11311.0,12185.053
12183.0,12937.909
13650.0,13787.096
11911.0,11768.072
12096.0,12279.52
12049.0,12573.714
11873.0,12659.965
11936.0,12602.497
11846.0,12497.172
11793.0,12359.267
11799.0,12329.1
11946.0,12507.693
12642.0,12665.714
13181.0,12962.075
13119.0,13447.76
12895.0,13772.1875
12332.0,13612.98
11849.0,13058.592
11373.0,12444.847
10996.0,11978.332
10967.0,11671.56
10902.0,11470.1
10948.0,11601.454
11311.0,12077.334
12183.0,12936.6
13650.0,13916.629
14173.000000000002,14662.068
12096.0,12007.612
12049.0,12445.958
11873.0,12565.883
11936.0,12536.239
11846.0,12481.519
11793.0,12433.591
11799.0,12418.392
11946.0,12492.983
12642.0,12723.03
13181.0,13043.415
13119.0,13506.853
12895.0,13855.223
12332.0,13653.474
11849.0,12989.125
11373.0,12267.839
10996.0,11756.555
10967.0,11569.455
10902.0,11589.962
10948.0,11579.975
11311.0,11924.822
12183.0,12852.997
13650.0,14046.872
